Order,Family,Genus,species,binom,Sexual.System,Karyotype,female2N,male2N,haploid.num,chromosome
Hymenoptera,Formicidae,Crematogaster,rothneyi,Crematogaster rothneyi,,,50,25,25,mono
Hymenoptera,Formicidae,Crematogaster,sp.12,Crematogaster sp.12,,,58,29,29,mono
Hymenoptera,Formicidae,Cryptopone,rotundiceps,Cryptopone rotundiceps,,,12,6,6,mono
Hymenoptera,Formicidae,Cryptopone,testacea,Cryptopone testacea,,,18,9,9,mono
Hymenoptera,Formicidae,Cryptopone,sauteri,Cryptopone sauteri,,,28,14,14,mono
Hymenoptera,Formicidae,Cylindromyrmex,brasiliensis,Cylindromyrmex brasiliensis,,,34,17,17,mono
Hymenoptera,Formicidae,Cyphomyrmex,costatus,Cyphomyrmex costatus,,,20,10,10,mono
Hymenoptera,Formicidae,Cyphomyrmex,cornutus,Cyphomyrmex cornutus,,,22,11,11,mono
Hymenoptera,Formicidae,Cyphomyrmex,rimosus,Cyphomyrmex rimosus,,,32,16,16,mono
Hymenoptera,Formicidae,Dacetinops,concinnus,Dacetinops concinnus,,,16,8,8,mono
Hymenoptera,Formicidae,Diacamma,rugosum,Diacamma rugosum,,,14,7,7,mono
Hymenoptera,Formicidae,Diacamma,sp.3,Diacamma sp.3,,,30,15,15,mono
Hymenoptera,Formicidae,Diacamma,sp.1,Diacamma sp.1,,,36,18,18,mono
Hymenoptera,Formicidae,Diacamma,sp.2,Diacamma sp.2,,,44,22,22,mono
Hymenoptera,Formicidae,Diacamma,sp.5,Diacamma sp.5,,,58,29,29,mono
Hymenoptera,Formicidae,Diacamma,sp.4,Diacamma sp.4,,,66,33,33,mono
Hymenoptera,Formicidae,Dinoponera,gigantea,Dinoponera gigantea,,,82,41,41,mono
Hymenoptera,Formicidae,Dinoponera,quadriceps,Dinoponera quadriceps,,,92,46,46,mono
Hymenoptera,Formicidae,Dinoponera,lucida,Dinoponera lucida,,,114,57,57,mono
Hymenoptera,Formicidae,Discothyrea,sp.1,Discothyrea sp.1,,,30,15,15,mono
Hymenoptera,Formicidae,Doleromyrma,sp.2,Doleromyrma sp.2,,,12,6,6,mono
Hymenoptera,Formicidae,Doleromyrma,sp.1,Doleromyrma sp.1,,,14,7,7,mono
Hymenoptera,Formicidae,Dolichoderus,lutosus,Dolichoderus lutosus,,,10,5,5,mono
Hymenoptera,Formicidae,Dolichoderus,bidens,Dolichoderus bidens,,,18,9,9,mono
Hymenoptera,Formicidae,Dolichoderus,sp.1,Dolichoderus sp.1,,,18,9,9,mono
Hymenoptera,Formicidae,Dolichoderus,voraginosus,Dolichoderus voraginosus,,,20,10,10,mono
Hymenoptera,Formicidae,Dolichoderus,diversus,Dolichoderus diversus,,,22,11,11,mono
Hymenoptera,Formicidae,Dolichoderus,quadripunctatus,Dolichoderus quadripunctatus,,,28,14,14,mono
Hymenoptera,Formicidae,Dolichoderus,scabridus ,Dolichoderus scabridus ,,,28,14,14,mono
Hymenoptera,Formicidae,Dolichoderus,thoracicus ,Dolichoderus thoracicus ,,,30,15,15,mono
Hymenoptera,Formicidae,Dolichoderus,decollatus,Dolichoderus decollatus,,,38,19,19,mono
Hymenoptera,Formicidae,Dolichoderus,imitator,Dolichoderus imitator,,,38,19,19,mono
Hymenoptera,Formicidae,Dolichoderus,attelaboides,Dolichoderus attelaboides,,,58,29,29,mono
Hymenoptera,Formicidae,Dorymyrmex,pulchellus,Dorymyrmex pulchellus,,,18,9,9,mono
Hymenoptera,Formicidae,Dorymyrmex,pyramicus,Dorymyrmex pyramicus,,,18,9,9,mono
Hymenoptera,Formicidae,Dorymyrmex,thoracicus,Dorymyrmex thoracicus,,,18,9,9,mono
Hymenoptera,Formicidae,Dorymyrmex,bicolor,Dorymyrmex bicolor,,,26,13,13,mono
Hymenoptera,Formicidae,Dorymyrmex,flavus,Dorymyrmex flavus,,,26,13,13,mono
Hymenoptera,Formicidae,Echinopla,sp.1,Echinopla sp.1,,,24,12,12,mono
Hymenoptera,Formicidae,Ectatomma,tuberculatum,Ectatomma tuberculatum,,,36,18,18,mono
Hymenoptera,Formicidae,Ectatomma,muticum,Ectatomma muticum,,,40,20,20,mono
Hymenoptera,Formicidae,Ectatomma,brunneum,Ectatomma brunneum,,,44,22,22,mono
Hymenoptera,Formicidae,Ectatomma,edentatum,Ectatomma edentatum,,,46,23,23,mono
Hymenoptera,Formicidae,Ectatomma,permagnum,Ectatomma permagnum,,,46,23,23,mono
Hymenoptera,Formicidae,Eurhopalothrix,sp.1,Eurhopalothrix sp.1,,,18,9,9,mono
Hymenoptera,Formicidae,Forelius,foetida,Forelius foetida,,,32,16,16,mono
Hymenoptera,Formicidae,Forelius,mccooki,Forelius mccooki,,,32,16,16,mono
Hymenoptera,Formicidae,Formica,4 spp,Formica 4 spp,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,aquilonia,Formica aquilonia,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,candida,Formica candida,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,dakotensis,Formica dakotensis,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,exsecta,Formica exsecta,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,frontalis,Formica frontalis,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,lugubris,Formica lugubris,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,obscuripes,Formica obscuripes,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,pergandei,Formica pergandei,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,polyctena,Formica polyctena,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,pratensis,Formica pratensis,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,pressilabris,Formica pressilabris,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,reflexa,Formica reflexa,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,rufa,Formica rufa,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,sanguinea,Formica sanguinea,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,subintegra,Formica subintegra,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,subrufa,Formica subrufa,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,ulkei,Formica ulkei,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,uralensis,Formica uralensis,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,yessensis,Formica yessensis,,,52,26,26,mono
Hymenoptera,Formicidae,Formica,3 spp (fusca gr.),Formica 3 spp (fusca gr.),,,54,27,27,mono
Hymenoptera,Formicidae,Formica,cinerea,Formica cinerea,,,54,27,27,mono
Hymenoptera,Formicidae,Formica,cunicularia,Formica cunicularia,,,54,27,27,mono
Hymenoptera,Formicidae,Formica,fusca,Formica fusca,,,54,27,27,mono
Hymenoptera,Formicidae,Formica,gagates,Formica gagates,,,54,27,27,mono
Hymenoptera,Formicidae,Formica,gerardi,Formica gerardi,,,54,27,27,mono
Hymenoptera,Formicidae,Formica,japonica,Formica japonica,,,54,27,27,mono
Hymenoptera,Formicidae,Formica,lemani,Formica lemani,,,54,27,27,mono
Hymenoptera,Formicidae,Formica,montana,Formica montana,,,54,27,27,mono
Hymenoptera,Formicidae,Formica,rufibarbis,Formica rufibarbis,,,54,27,27,mono
Hymenoptera,Formicidae,Formica,truncorum,Formica truncorum,,,54,27,27,mono
Hymenoptera,Formicidae,Formicoxenus,provancheri,Formicoxenus provancheri,,,22,11,11,mono
Hymenoptera,Formicidae,Formicoxenus,chamberlini ,Formicoxenus chamberlini ,,,28,14,14,mono
Hymenoptera,Formicidae,Formicoxenus,quebecensis,Formicoxenus quebecensis,,,28,14,14,mono
Hymenoptera,Formicidae,Formicoxenus,nitidulus,Formicoxenus nitidulus,,,30,15,15,mono
Hymenoptera,Formicidae,Formicoxenus,hirticolis,Formicoxenus hirticolis,,,32,16,16,mono
Hymenoptera,Formicidae,Gigantiops,destructor,Gigantiops destructor,,,78,39,39,mono
Hymenoptera,Formicidae,Gnamptogenys ,binghamii,Gnamptogenys  binghamii,,,22,11,11,mono
Hymenoptera,Formicidae,Gnamptogenys ,striatula,Gnamptogenys  striatula,,,34,17,17,mono
Hymenoptera,Formicidae,Gnamptogenys ,sp.1,Gnamptogenys  sp.1,,,36,18,18,mono
Hymenoptera,Formicidae,Gnamptogenys ,menadensis,Gnamptogenys  menadensis,,,42,21,21,mono
Hymenoptera,Formicidae,Gnamptogenys ,sp.2,Gnamptogenys  sp.2,,,46,23,23,mono
Hymenoptera,Formicidae,Gnamptogenys ,annulata,Gnamptogenys  annulata,,,68,34,34,mono
Hymenoptera,Formicidae,Harpagoxenus,canadensis,Harpagoxenus canadensis,,,36,18,18,mono
Hymenoptera,Formicidae,Harpagoxenus,sublaevis,Harpagoxenus sublaevis,,,40,20,20,mono
Hymenoptera,Formicidae,Heteroponera,relicta,Heteroponera relicta,,,22,11,11,mono
Hymenoptera,Formicidae,Heteroponera,dolo,Heteroponera dolo,,,24,12,12,mono
Hymenoptera,Formicidae,Hypoponera,pruinosa,Hypoponera pruinosa,,,24,12,12,mono
Hymenoptera,Formicidae,Hypoponera,sp.3,Hypoponera sp.3,,,36,18,18,mono
Hymenoptera,Formicidae,Hypoponera,confinis,Hypoponera confinis,,,38,19,19,mono
Hymenoptera,Formicidae,Hypoponera,"sp, ANIC-1","Hypoponera sp, ANIC-1",,,38,19,19,mono
Hymenoptera,Formicidae,Hypoponera,"sp, ANIC-2","Hypoponera sp, ANIC-2",,,38,19,19,mono
Hymenoptera,Formicidae,Hypoponera,sp.1,Hypoponera sp.1,,,38,19,19,mono
Hymenoptera,Formicidae,Hypoponera,sp.2,Hypoponera sp.2,,,38,19,19,mono
Hymenoptera,Formicidae,Iridomyrmex,"sp, ANIC-5 ","Iridomyrmex sp, ANIC-5 ",,,14,7,7,mono
Hymenoptera,Formicidae,Iridomyrmex,gracilis,Iridomyrmex gracilis,,,18,9,9,mono
Hymenoptera,Formicidae,Iridomyrmex,mattiroloi,Iridomyrmex mattiroloi,,,18,9,9,mono
Hymenoptera,Formicidae,Iridomyrmex,purpureus,Iridomyrmex purpureus,,,18,9,9,mono
Hymenoptera,Formicidae,Iridomyrmex,"sp, ANIC-11","Iridomyrmex sp, ANIC-11",,,18,9,9,mono
Hymenoptera,Formicidae,Iridomyrmex,"sp, ANIC-12","Iridomyrmex sp, ANIC-12",,,18,9,9,mono
Hymenoptera,Formicidae,Iridomyrmex,"sp, ANIC-13","Iridomyrmex sp, ANIC-13",,,18,9,9,mono
Hymenoptera,Formicidae,Iridomyrmex,"sp, ANIC-14","Iridomyrmex sp, ANIC-14",,,18,9,9,mono
Hymenoptera,Formicidae,Iridomyrmex,"sp, ANIC-15","Iridomyrmex sp, ANIC-15",,,18,9,9,mono
Hymenoptera,Formicidae,Iridomyrmex,"sp, ANIC-16","Iridomyrmex sp, ANIC-16",,,18,9,9,mono
Hymenoptera,Formicidae,Iridomyrmex,"sp, ANIC-17","Iridomyrmex sp, ANIC-17",,,18,9,9,mono
Hymenoptera,Formicidae,Iridomyrmex,"sp, ANIC-6","Iridomyrmex sp, ANIC-6",,,18,9,9,mono
Hymenoptera,Formicidae,Iridomyrmex,sp.4,Iridomyrmex sp.4,,,18,9,9,mono
Hymenoptera,Formicidae,Iridomyrmex,anceps,Iridomyrmex anceps,,,36,18,18,mono
Hymenoptera,Formicidae,Iridomyrmex,anceps.2,Iridomyrmex anceps.2,,,48,24,24,mono
Hymenoptera,Formicidae,Lasius ,alienus,Lasius  alienus,,,28,14,14,mono
Hymenoptera,Formicidae,Lasius ,fuliginosus,Lasius  fuliginosus,,,28,14,14,mono
Hymenoptera,Formicidae,Lasius ,pallitarsus,Lasius  pallitarsus,,,28,14,14,mono
Hymenoptera,Formicidae,Lasius ,brunneus,Lasius  brunneus,,,30,15,15,mono
Hymenoptera,Formicidae,Lasius ,emarginatus,Lasius  emarginatus,,,30,15,15,mono
Hymenoptera,Formicidae,Lasius ,flavus,Lasius  flavus,,,30,15,15,mono
Hymenoptera,Formicidae,Lasius ,nearcticus,Lasius  nearcticus,,,30,15,15,mono
Hymenoptera,Formicidae,Lasius ,niger,Lasius  niger,,,30,15,15,mono
Hymenoptera,Formicidae,Lasius ,sakagamii,Lasius  sakagamii,,,30,15,15,mono
Hymenoptera,Formicidae,Lasius ,talpa,Lasius  talpa,,,30,15,15,mono
Hymenoptera,Formicidae,Lasius ,umbratus,Lasius  umbratus,,,30,15,15,mono
Hymenoptera,Formicidae,Lepisiota,capensis,Lepisiota capensis,,,18,9,9,mono
Hymenoptera,Formicidae,Lepisiota,sp.1,Lepisiota sp.1,,,18,9,9,mono
Hymenoptera,Formicidae,Lepisiota,sp.2,Lepisiota sp.2,,,18,9,9,mono
Hymenoptera,Formicidae,Leptogenys,hysterica,Leptogenys hysterica,,,26,13,13,mono
Hymenoptera,Formicidae,Leptogenys,kraepelini,Leptogenys kraepelini,,,26,13,13,mono
Hymenoptera,Formicidae,Leptogenys,sp.2,Leptogenys sp.2,,,30,15,15,mono
Hymenoptera,Formicidae,Leptogenys,diminuta,Leptogenys diminuta,,,36,18,18,mono
Hymenoptera,Formicidae,Leptogenys,borneensis,Leptogenys borneensis,,,46,23,23,mono
Hymenoptera,Formicidae,Leptogenys,iridescens,Leptogenys iridescens,,,46,23,23,mono
Hymenoptera,Formicidae,Leptogenys,processionalis,Leptogenys processionalis,,,46,23,23,mono
Hymenoptera,Formicidae,Leptogenys,myops,Leptogenys myops,,,48,24,24,mono
Hymenoptera,Formicidae,Leptogenys,sp.1,Leptogenys sp.1,,,48,24,24,mono
Hymenoptera,Formicidae,Leptogenys,minchinii,Leptogenys minchinii,,,52,26,26,mono
Hymenoptera,Formicidae,Leptogenys,peugueti,Leptogenys peugueti,,,54,27,27,mono
Hymenoptera,Formicidae,Leptogenys,sp.3,Leptogenys sp.3,,,54,27,27,mono
Hymenoptera,Formicidae,Leptomyrmex,erytrocephalus,Leptomyrmex erytrocephalus,,,24,12,12,mono
Hymenoptera,Formicidae,Leptothorax,albipennis,Leptothorax albipennis,,,16,8,8,mono
Hymenoptera,Formicidae,Leptothorax,gredleri,Leptothorax gredleri,,,22,11,11,mono
Hymenoptera,Formicidae,Leptothorax,sp.4,Leptothorax sp.4,,,24,12,12,mono
Hymenoptera,Formicidae,Leptothorax,sp.5,Leptothorax sp.5,,,24,12,12,mono
Hymenoptera,Formicidae,Leptothorax,acervorum,Leptothorax acervorum,,,26,13,13,mono
Hymenoptera,Formicidae,Leptothorax,sp.6,Leptothorax sp.6,,,26,13,13,mono
Hymenoptera,Formicidae,Leptothorax,sphagnicola,Leptothorax sphagnicola,,,26,13,13,mono
Hymenoptera,Formicidae,Leptothorax,sp.7,Leptothorax sp.7,,,28,14,14,mono
Hymenoptera,Formicidae,Leptothorax,faberi,Leptothorax faberi,,,32,16,16,mono
Hymenoptera,Formicidae,Leptothorax,sp.1,Leptothorax sp.1,,,32,16,16,mono
Hymenoptera,Formicidae,Leptothorax,sp.9,Leptothorax sp.9,,,32,16,16,mono
Hymenoptera,Formicidae,Leptothorax,sp.10,Leptothorax sp.10,,,34,17,17,mono
Hymenoptera,Formicidae,Leptothorax,sp.3,Leptothorax sp.3,,,34,17,17,mono
Hymenoptera,Formicidae,Leptothorax,crassipilis,Leptothorax crassipilis,,,36,18,18,mono
Hymenoptera,Formicidae,Leptothorax,muscorum,Leptothorax muscorum,,,36,18,18,mono
Hymenoptera,Formicidae,Leptothorax,pocahontas,Leptothorax pocahontas,,,36,18,18,mono
Hymenoptera,Formicidae,Leptothorax,retractus,Leptothorax retractus,,,36,18,18,mono
Hymenoptera,Formicidae,Leptothorax,sp.2,Leptothorax sp.2,,,42,21,21,mono
Hymenoptera,Formicidae,Leptothorax,sp.8,Leptothorax sp.8,,,44,22,22,mono
Hymenoptera,Formicidae,Leptothorax,kutteri,Leptothorax kutteri,,,48,24,24,mono
Hymenoptera,Formicidae,Leptothorax,pacis,Leptothorax pacis,,,52,26,26,mono
Hymenoptera,Formicidae,Leptothorax,goesswaldi,Leptothorax goesswaldi,,,56,28,28,mono
Hymenoptera,Formicidae,Linepithema,humile,Linepithema humile,,,16,8,8,mono
Hymenoptera,Formicidae,Linepithema,pilifer,Linepithema pilifer,,,18,9,9,mono
Hymenoptera,Formicidae,Linepithema,sp.1,Linepithema sp.1,,,18,9,9,mono
Hymenoptera,Formicidae,Lophomyrmex,bedoti,Lophomyrmex bedoti,,,38,19,19,mono
Hymenoptera,Formicidae,Lophomyrmex,sp.1,Lophomyrmex sp.1,,,38,19,19,mono
Hymenoptera,Formicidae,Lordomyrma ,sp.1,Lordomyrma  sp.1,,,22,11,11,mono
Hymenoptera,Formicidae,Manica,rubida,Manica rubida,,,44,22,22,mono
Hymenoptera,Formicidae,Mayriella,abstinens,Mayriella abstinens,,,18,9,9,mono
Hymenoptera,Formicidae,Meranoplus,bicolor,Meranoplus bicolor,,,16,8,8,mono
Hymenoptera,Formicidae,Meranoplus,sp.1,Meranoplus sp.1,,,20,10,10,mono
Hymenoptera,Formicidae,Meranoplus,minor,Meranoplus minor,,,22,11,11,mono
Hymenoptera,Formicidae,Meranoplus,sp.2,Meranoplus sp.2,,,22,11,11,mono
Hymenoptera,Formicidae,Meranoplus,sp.3,Meranoplus sp.3,,,22,11,11,mono
Hymenoptera,Formicidae,Meranoplus,sp.4,Meranoplus sp.4,,,22,11,11,mono
Hymenoptera,Formicidae,Messor,andrei,Messor andrei,,,40,20,20,mono
Hymenoptera,Formicidae,Messor,sp.1,Messor sp.1,,,40,20,20,mono
Hymenoptera,Formicidae,Messor,barbarus,Messor barbarus,,,42,21,21,mono
Hymenoptera,Formicidae,Messor,aciculatus,Messor aciculatus,,,44,22,22,mono
Hymenoptera,Formicidae,Monomorium,dichroum,Monomorium dichroum,,,16,8,8,mono
Hymenoptera,Formicidae,Monomorium,orientale,Monomorium orientale,,,20,10,10,mono
Hymenoptera,Formicidae,Monomorium,indicum ,Monomorium indicum ,,,22,11,11,mono
Hymenoptera,Formicidae,Monomorium,minimum,Monomorium minimum,,,22,11,11,mono
Hymenoptera,Formicidae,Monomorium,pharaonis,Monomorium pharaonis,,,22,11,11,mono
Hymenoptera,Formicidae,Monomorium,rothsteini ,Monomorium rothsteini ,,,22,11,11,mono
Hymenoptera,Formicidae,Monomorium,sp.1,Monomorium sp.1,,,22,11,11,mono
Hymenoptera,Formicidae,Monomorium,sp.11,Monomorium sp.11,,,22,11,11,mono
Hymenoptera,Formicidae,Monomorium,sp.12,Monomorium sp.12,,,22,11,11,mono
Hymenoptera,Formicidae,Monomorium,sp.4,Monomorium sp.4,,,22,11,11,mono
Hymenoptera,Formicidae,Monomorium,sp.5,Monomorium sp.5,,,22,11,11,mono
Hymenoptera,Formicidae,Monomorium,sp.6,Monomorium sp.6,,,22,11,11,mono
Hymenoptera,Formicidae,Monomorium,sp.7,Monomorium sp.7,,,22,11,11,mono
Hymenoptera,Formicidae,Monomorium,sp.8,Monomorium sp.8,,,22,11,11,mono
Hymenoptera,Formicidae,Monomorium,viride,Monomorium viride,,,22,11,11,mono
Hymenoptera,Formicidae,Monomorium,whitei,Monomorium whitei,,,24,12,12,mono
Hymenoptera,Formicidae,Monomorium,sp.3,Monomorium sp.3,,,32,16,16,mono
Hymenoptera,Formicidae,Monomorium,sp.9,Monomorium sp.9,,,34,17,17,mono
Hymenoptera,Formicidae,Monomorium,subopacum,Monomorium subopacum,,,34,17,17,mono
Hymenoptera,Formicidae,Monomorium,glabrum,Monomorium glabrum,,,38,19,19,mono
Hymenoptera,Formicidae,Monomorium,scabriceps,Monomorium scabriceps,,,38,19,19,mono
Hymenoptera,Formicidae,Monomorium,sp.10,Monomorium sp.10,,,38,19,19,mono
Hymenoptera,Formicidae,Monomorium,sp.2,Monomorium sp.2,,,42,21,21,mono
Hymenoptera,Formicidae,Monomorium,latinode,Monomorium latinode,,,70,35,35,mono
Hymenoptera,Formicidae,Mycocepurus,goeldii,Mycocepurus goeldii,,,16,8,8,mono
Hymenoptera,Formicidae,Mycocepurus,sp.1,Mycocepurus sp.1,,,16,8,8,mono
Hymenoptera,Formicidae,Myrmecia,croslandi,Myrmecia croslandi,,,2,1,1,mono
Hymenoptera,Formicidae,Myrmecia,imaii,Myrmecia imaii,,,8,4,4,mono
Hymenoptera,Formicidae,Myrmecia,sp. cf. fulvipes,Myrmecia sp. cf. fulvipes,,,12,6,6,mono
Hymenoptera,Formicidae,Myrmecia,haskinsorum,Myrmecia haskinsorum,,,18,9,9,mono
Hymenoptera,Formicidae,Myrmecia,pilosula,Myrmecia pilosula,,,20,10,10,mono
Hymenoptera,Formicidae,Myrmecia,nigrocincta,Myrmecia nigrocincta,,,22,11,11,mono
Hymenoptera,Formicidae,Myrmecia,piliventris,Myrmecia piliventris,,,34,17,17,mono
Hymenoptera,Formicidae,Myrmecia,gulosa,Myrmecia gulosa,,,38,19,19,mono
Hymenoptera,Formicidae,Myrmecia,banksi,Myrmecia banksi,,,40,20,20,mono
Hymenoptera,Formicidae,Myrmecia,fulvipes,Myrmecia fulvipes,,,42,21,21,mono
Hymenoptera,Formicidae,Myrmecia,pavida,Myrmecia pavida,,,44,22,22,mono
Hymenoptera,Formicidae,Myrmecia,chasei,Myrmecia chasei,,,46,23,23,mono
Hymenoptera,Formicidae,Myrmecia,forficata,Myrmecia forficata,,,52,26,26,mono
Hymenoptera,Formicidae,Myrmecia,michaelseni,Myrmecia michaelseni,,,54,27,27,mono
Hymenoptera,Formicidae,Myrmecia,mandibularis,Myrmecia mandibularis,,,58,29,29,mono
Hymenoptera,Formicidae,Myrmecia,sp. cf. arnoldi,Myrmecia sp. cf. arnoldi,,,58,29,29,mono
Hymenoptera,Formicidae,Myrmecia,occidentalis,Myrmecia occidentalis,,,64,32,32,mono
Hymenoptera,Formicidae,Myrmecia,cephalotes,Myrmecia cephalotes,,,66,33,33,mono
Hymenoptera,Formicidae,Myrmecia,simillima,Myrmecia simillima,,,70,35,35,mono
Hymenoptera,Formicidae,Myrmecia,tepperi,Myrmecia tepperi,,,70,35,35,mono
Hymenoptera,Formicidae,Myrmecia,vindex,Myrmecia vindex,,,76,38,38,mono
Hymenoptera,Formicidae,Myrmecia,pyriformis,Myrmecia pyriformis,,,82,41,41,mono
Hymenoptera,Formicidae,Myrmecia,brevinoda,Myrmecia brevinoda,,,84,42,42,mono
Hymenoptera,Formicidae,Myrmecina,graminicola,Myrmecina graminicola,,,28,14,14,mono
Hymenoptera,Formicidae,Myrmecina,sp.1,Myrmecina sp.1,,,66,33,33,mono
Hymenoptera,Formicidae,Myrmecina,sp.2,Myrmecina sp.2,,,68,34,34,mono
Hymenoptera,Formicidae,Myrmecina ,americana,Myrmecina  americana,,,28,14,14,mono
Hymenoptera,Formicidae,Myrmica,lobicornis,Myrmica lobicornis,,,24,12,12,mono
Hymenoptera,Formicidae,Myrmica,scabrinodis,Myrmica scabrinodis,,,44,22,22,mono
Hymenoptera,Formicidae,Myrmica,sabuleti,Myrmica sabuleti,,,46,23,23,mono
Hymenoptera,Formicidae,Myrmica,schencki,Myrmica schencki,,,46,23,23,mono
Hymenoptera,Formicidae,Myrmica,rubra,Myrmica rubra,,,48,24,24,mono
Hymenoptera,Formicidae,Myrmica,ruginodis,Myrmica ruginodis,,,48,24,24,mono
Hymenoptera,Formicidae,Myrmica,sulcinodis,Myrmica sulcinodis,,,52,26,26,mono
Hymenoptera,Formicidae,Myrmicaria,brunnea,Myrmicaria brunnea,,,44,22,22,mono
Hymenoptera,Formicidae,Myrmicaria,sp.1,Myrmicaria sp.1,,,44,22,22,mono
Hymenoptera,Formicidae,Myrmicaria,sp.2,Myrmicaria sp.2,,,44,22,22,mono
Hymenoptera,Formicidae,Myrmicaria,sp.3,Myrmicaria sp.3,,,44,22,22,mono
Hymenoptera,Formicidae,Myrmicaria,sp.4,Myrmicaria sp.4,,,44,22,22,mono
Hymenoptera,Formicidae,Myrmicaria,sp.5,Myrmicaria sp.5,,,46,23,23,mono
Hymenoptera,Formicidae,Myrmicocrypta,sp.1,Myrmicocrypta sp.1,,,30,15,15,mono
Hymenoptera,Formicidae,Myrmoxenus,adlerzi ,Myrmoxenus adlerzi ,,,20,10,10,mono
Hymenoptera,Formicidae,Myrmoxenus,algeriana,Myrmoxenus algeriana,,,20,10,10,mono
Hymenoptera,Formicidae,Myrmoxenus,bernardi,Myrmoxenus bernardi,,,20,10,10,mono
Hymenoptera,Formicidae,Myrmoxenus,corsica,Myrmoxenus corsica,,,20,10,10,mono
Hymenoptera,Formicidae,Myrmoxenus,gordiagini ,Myrmoxenus gordiagini ,,,20,10,10,mono
Hymenoptera,Formicidae,Myrmoxenus,kraussei,Myrmoxenus kraussei,,,20,10,10,mono
Hymenoptera,Formicidae,Myrmoxenus,ravouxi,Myrmoxenus ravouxi,,,20,10,10,mono
Hymenoptera,Formicidae,Myrmoxenus,stumperi,Myrmoxenus stumperi,,,20,10,10,mono
Hymenoptera,Formicidae,Mystrium,camillae,Mystrium camillae,,,32,16,16,mono
Hymenoptera,Formicidae,Neivamyrmex,texanus,Neivamyrmex texanus,,,36,18,18,mono
Hymenoptera,Formicidae,Nothomyrmecia,macrops,Nothomyrmecia macrops,,,94,47,47,mono
Hymenoptera,Formicidae,Notoncus,ectatommoides,Notoncus ectatommoides,,,44,22,22,mono
Hymenoptera,Formicidae,Ochetellus ,glaber,Ochetellus  glaber,,,28,14,14,mono
Hymenoptera,Formicidae,Odontomachus,rixosus ,Odontomachus rixosus ,,,30,15,15,mono
Hymenoptera,Formicidae,Odontomachus,latidens,Odontomachus latidens,,,32,16,16,mono
Hymenoptera,Formicidae,Odontomachus,chelifer,Odontomachus chelifer,,,44,22,22,mono
Hymenoptera,Formicidae,Odontomachus,hastatus,Odontomachus hastatus,,,44,22,22,mono
Hymenoptera,Formicidae,Odontomachus,meinerti,Odontomachus meinerti,,,44,22,22,mono
Hymenoptera,Formicidae,Odontomachus,scalptus,Odontomachus scalptus,,,44,22,22,mono
Hymenoptera,Formicidae,Odontomachus,simillimus,Odontomachus simillimus,,,44,22,22,mono
Hymenoptera,Formicidae,Odontomachus,"sp, ANIC-1","Odontomachus sp, ANIC-1",,,44,22,22,mono
Hymenoptera,Formicidae,Odontomachus,sp.1,Odontomachus sp.1,,,44,22,22,mono
Hymenoptera,Formicidae,Odontoponera,transversa,Odontoponera transversa,,,44,22,22,mono
Hymenoptera,Formicidae,Oecophylla ,smaragdina,Oecophylla  smaragdina,,,16,8,8,mono
Hymenoptera,Formicidae,Oecophylla ,longinoda,Oecophylla  longinoda,,,24,12,12,mono
Hymenoptera,Formicidae,Opisthopsis,rufithorax,Opisthopsis rufithorax,,,50,25,25,mono
Hymenoptera,Formicidae,Orectognathus ,darlingtoni,Orectognathus  darlingtoni,,,22,11,11,mono
Hymenoptera,Formicidae,Orectognathus ,versicolor,Orectognathus  versicolor,,,22,11,11,mono
Hymenoptera,Formicidae,Orectognathus ,clarki,Orectognathus  clarki,,,30,15,15,mono
Hymenoptera,Formicidae,Pachycondyla,stigma,Pachycondyla stigma,,,12,6,6,mono
Hymenoptera,Formicidae,Pachycondyla,unidentata,Pachycondyla unidentata,,,12,6,6,mono
Hymenoptera,Formicidae,Pachycondyla,succedanea,Pachycondyla succedanea,,,14,7,7,mono
Hymenoptera,Formicidae,Pachycondyla,leeuwenhoeki,Pachycondyla leeuwenhoeki,,,16,8,8,mono
Hymenoptera,Formicidae,Pachycondyla,lutea,Pachycondyla lutea,,,16,8,8,mono
Hymenoptera,Formicidae,Pachycondyla,chinensis,Pachycondyla chinensis,,,22,11,11,mono
