"Family","Subfamily","Tribe","Species","Haploid Number","Sex Chromosome System"
"Drosophilidae","","","Scaptomyza anomala",5,"not reported"
"Drosophilidae","","","Scaptomyza anomala",5,"not reported"
"Drosophilidae","","","Scaptomyza argentifrons",5,"not reported"
"Drosophilidae","","","Scaptomyza denticauda",4,"XY"
"Drosophilidae","","","Scaptomyza graminum",4,"XY"
"Drosophilidae","","","Scaptomyza hamata",4,"not reported"
"Drosophilidae","","","Scaptomyza hamata",4,"not reported"
"Drosophilidae","","","Scaptomyza melancholica",4,"not reported"
"Drosophilidae","","","Scaptomyza noei",5,"not reported"
"Drosophilidae","","","Scaptomyza pallida",4,"not reported"
"Drosophilidae","","","Scaptomyza pallida",4,"not reported"
"Drosophilidae","","","Scaptomyza pallida",4,"not reported"
"Drosophilidae","","","Scaptomyza palmae",5,"not reported"
"Drosophilidae","","","Scaptomyza palmae",5,"not reported"
"Drosophilidae","","","Scaptomyza spp.",5,"not reported"
"Drosophilidae","","","Scaptomyza varifrons",5,"not reported"
"Drosophilidae","","","Scaptomyza varifrons",5,"not reported"
"Drosophilidae","","","Scaptomyza waialealeae",4,"not reported"
"Drosophilidae","","","Scaptomyza xanthopleura",5,"not reported"
"Drosophilidae","","","Tantalia albovittata",5,"not reported"
"Drosophilidae","","","Titanochaeta bryani",5,"not reported"
"Drosophilidae","","","Titanochaeta bryani",5,"not reported"
"Drosophilidae","","","Titanochaeta n.sp. ""gold antennae""",4,"not reported"
"Drosophilidae","","","Titanochaeta new species",4,"not reported"
"Drosophilidae","","","Trogloscaptomyza argentifrons",5,"not reported"
"Drosophilidae","","","Trogloscaptomyza n.sp.",5,"not reported"
"Drosophilidae","","","Trogloscaptomyza spp.",5,"not reported"
"Drosophilidae","","","Trogloscaptomyza spp.",5,"not reported"
"Drosophilidae","","","Trogloscaptomyza waialealeae",4,"not reported"
"Drosophilidae","","","Zaprionus bogoriensis",6,"XY"
"Drosophilidae","","","Zaprionus ghesquieri",6,"not reported"
"Drosophilidae","","","Zaprionus ghesquieri",4,"not reported"
"Drosophilidae","","","Zaprionus indianus",6,"XY"
"Drosophilidae","","","Zaprionus inermis",6,"not reported"
"Drosophilidae","","","Zaprionus multistriatus",6,"not reported"
"Drosophilidae","","","Zaprionus obscuricornis",6,"XY"
"Drosophilidae","","","Zaprionus ornatus",6,"not reported"
"Drosophilidae","","","Zaprionus paravittiger",6,"XY"
"Drosophilidae","","","Zaprionus sepsoides",6,"not reported"
"Drosophilidae","","","Zaprionus sp. Near korolev",4,"not reported"
"Drosophilidae","","","Zaprionus tuberculatus",6,"not reported"
"Drosophilidae","","","Zaprionus tuberculatus",4,"not reported"
"Drosophilidae","","","Zaprionus vittiger",6,"not reported"
"Drosophilidae","","","Zaprionus vittiger",4,"not reported"
"Dryomyzidae","","","Dryomyza anilis",6,"XY"
"Dryomyzidae","","","Neuroctena analis",6,"XY"
"Glossinidae","","","Glossina brevipalpis",8,"not reported"
"Heleomyzidae","","","Suillia nemorum",6,"XY"
"Heleomyzidae","","","Suillia sp",6,"XY"
"Hippoboscidae","","","Melophagus ovinus",9,"XY"
"Hippoboscidae","","","Olfersia bisulcata",4,"XY"
"Lauxaniidae","","","Calliopum aeneum",6,"XY"
"Lauxaniidae","","","Depressa striatipennis",6,"XY"
"Lauxaniidae","","","Homoneura armata",6,"XY"
"Lauxaniidae","","","Homoneura biroi",6,"not reported"
"Lauxaniidae","","","Homoneura horvathi",6,"XY"
"Lauxaniidae","","","Homoneura laticosta",6,"XY"
"Lauxaniidae","","","Homoneura newspecies",6,"XY"
"Lauxaniidae","","","Homoneura nsp.Nearpreapicalis",6,"XY"
"Lauxaniidae","","","Homoneura sp1",6,"XY"
"Lauxaniidae","","","Homoneura sp2",6,"XY"
"Lauxaniidae","","","Homoneura spA",6,"not reported"
"Lauxaniidae","","","Homoneura spB",6,"not reported"
"Lauxaniidae","","","Homoneura speciesA",6,"XY"
"Lauxaniidae","","","Homoneura speciesB",6,"XY"
"Lauxaniidae","","","Lauxania cylindricornis",6,"XY"
"Lauxaniidae","","","Lyciella bicoloripes",6,"XY"
"Lauxaniidae","","","Lyciella hirtiventris",6,"XY"
"Lauxaniidae","","","Lyciella illota",5,"XY"
"Lauxaniidae","","","Lyciella newspecies",6,"not reported"
"Lauxaniidae","","","Lyciella nsp.Nr.Spinigera",6,"XY"
"Lauxaniidae","","","Lyciella rorida",5,"XY"
"Lauxaniidae","","","Lyciella sp1",6,"not reported"
"Lauxaniidae","","","Lyciella sp2",6,"XY"
"Lauxaniidae","","","Lyciella spinigera",6,"XY"
"Lauxaniidae","","","Minettia flaveola",5,"XY"
"Lauxaniidae","","","Minettia lupulina",6,"XY"
"Lauxaniidae","","","Paralauxania elevata",6,"XY"
"Lauxaniidae","","","Paranomina newspecies",6,"not reported"
"Lauxaniidae","","","Paranomina sp",6,"XY"
"Lauxaniidae","","","Physegenua vittata",6,"XY"
"Lauxaniidae","","","Physegenua vittata",6,"XY"
"Lauxaniidae","","","Sapromyza avicola",6,"XY"
"Lauxaniidae","","","Sapromyza sp",4,"XY"
"Lauxaniidae","","","Sapromyza species",4,"XY"
"Lauxaniidae","","","Sapromyza stigmatica",6,"XY"
"Lauxaniidae","","","Sp sp",6,"XY"
"Lauxaniidae","","","Sp sp",6,"XY"
"Lauxaniidae","","","Sp sp",6,"XY"
"Lauxaniidae","","","Sp sp",6,"XY"
"Lauxaniidae","","","Sp. sp.",6,"XY"
"Muscidae","","","Calliphora erythrocephala",6,"XY"
"Muscidae","Fanniinae","","Fannia canicularis",6,"XY"
"Muscidae","Fanniinae","","Fannia glaucescens",6,"XY"
"Muscidae","Fanniinae","","Fannia sp.",6,"XY"
"Muscidae","Fanniinae","","Fannia sp.",6,"XY"
"Muscidae","Fucelliinae","","Fucellia marina",6,"XY"
"Muscidae","","","Haematobia irritans",5,"XY"
"Muscidae","","","Homalomyia sp",6,"XY"
"Muscidae","Anthomyiinae","","Hydrophoria conica",6,"XY"
"Muscidae","Phaoniinae","","Hydrotaea houghi",6,"not reported"
"Muscidae","Phaoniinae","","Hydrotaea irritans",5,"not reported"
"Muscidae","Phaoniinae","","Hydrotaea meridionalis",5,"not reported"
"Muscidae","Phaoniinae","","Hydrotaea meteorica",5,"not reported"
"Muscidae","Phaoniinae","","Hydrotaea pandellei",5,"not reported"
"Muscidae","Phaoniinae","","Hydrotaea pellucens",5,"not reported"
"Muscidae","Phaoniinae","","Hydrotaea scambus",5,"XY"
"Muscidae","Phaoniinae","","Hydrotaea stabulans",6,"not reported"
"Muscidae","Phaoniinae","","Hydrotaea stabulans",5,"not reported"
"Muscidae","Phaoniinae","","Hydrotaea velutina",5,"not reported"
"Muscidae","Anthomyiinae","","Hylemya antiqua",6,"XY"
"Muscidae","Anthomyiinae","","Hylemya brassicae",6,"XY"
"Muscidae","Anthomyiinae","","Hylemya cana",6,"XY"
"Muscidae","Anthomyiinae","","Hylemya cilicrura",6,"XY"
"Muscidae","Anthomyiinae","","Hylemya cruciferae",6,"not reported"
"Muscidae","Anthomyiinae","","Hylemya echinata",6,"not reported"
"Muscidae","Anthomyiinae","","Hylemya floralis",6,"not reported"
"Muscidae","Anthomyiinae","","Hylemya florilega",6,"not reported"
"Muscidae","Anthomyiinae","","Hylemya fugax",7,"not reported"
"Muscidae","Anthomyiinae","","Hylemya planipalpus",6,"not reported"
"Muscidae","Anthomyiinae","","Hylemya pseudobrassicae",6,"not reported"
"Muscidae","Anthomyiinae","","Hylemya trichodactyla",6,"not reported"
"Muscidae","","","Macrorchus ausoba",6,"not reported"
"Muscidae","Muscinae","","Musca autumnalis",6,"XY"
"Muscidae","","","Musca autymnalis",6,"XY"
"Muscidae","Muscinae","","Musca domestica",6,"not reported"
"Muscidae","","","Musca domestica",6,"XY"
"Muscidae","","","Musca domestica",6,"XY"
"Muscidae","","","Musca domestica",6,"XY"
"Muscidae","","","Musca domestica",6,"XY"
"Muscidae","","","Musca domestica",6,"XY"
"Muscidae","","","Musca domestica",6,"XY"
"Muscidae","","","Musca domestica",6,"XY"
"Muscidae","","","Musca domestica",6,"not reported"
"Muscidae","","","Musca domestica",6,"not reported"
"Muscidae","","","Musca domestica",6,"XY"
"Muscidae","Muscinae","","Musca domestica calleva",6,"not reported"
"Muscidae","","","Musca domestica calleva",6,"XY"
"Muscidae","","","Musca domestica calleva",6,"XY"
"Muscidae","Muscinae","","Musca domestica curviforceps",6,"not reported"
"Muscidae","","","Musca domestica curviforceps",6,"XY"
"Muscidae","","","Musca domestica domestica",6,"XY"
"Muscidae","","","Musca domestica domestica",6,"XY"
"Muscidae","","","Musca domestica domestica",6,"XY"
"Muscidae","","","Musca domestica domestica",6,"XY"
"Muscidae","Muscinae","","Musca sorbens",6,"XY"
"Muscidae","","","Musca sorbens",6,"XY"
"Muscidae","Muscinae","","Musca stabulans",5,"not reported"
"Muscidae","","","Musca stabulans",5,"XY"
"Muscidae","","","Musca stabulans",6,"XY"
"Muscidae","","","Musca stabulans",5,"not reported"
"Muscidae","","","Musca stabulans",5,"XY"
"Muscidae","Muscinae","","Musca velustissima",6,"XY"
"Muscidae","","","Musca vestustissima",6,"XY"
"Muscidae","Phaoniinae","","Mydaea neglecta",6,"XY"
"Muscidae","Muscinae","","Ophyra leucostoma",6,"not reported"
"Muscidae","Muscinae","","Orthellia nudissima",5,"XY"
"Muscidae","Anthomyiinae","","Pegomya betae",6,"XY"
"Muscidae","Anthomyiinae","","Pegomya bicolor",6,"XY"
"Muscidae","Anthomyiinae","","Pegomya geniculata",6,"XY"
"Muscidae","Anthomyiinae","","Peregle radicum",6,"XY"
"Muscidae","Phaoniinae","","Phaonia basalis",6,"XY"
"Muscidae","Phaoniinae","","Phaonia variegata",5,"not reported"
"Muscidae","","","Phaonia variegata",5,"XY"
"Muscidae","Anthomyiinae","","Phorbia bassicae",6,"XY"
"Muscidae","","","Phormia regina",6,"XY"
"Muscidae","Muscinae","","Psudopyrellia cornicina",6,"not reported"
"Muscidae","","","Stomoxya calicitrans",5,"XY"
"Muscidae","","","Stomoxys calcitrans",5,"not reported"
"Mycetophilidae","","","Brachypeza radiata",6,"XY"
"Mycetophilidae","","","Exechia indecisa",7,"XY"
"Mycetophilidae","","","Exechia speciosa",6,"XY"
"Mycetophilidae","","","Fungivora blanda",4,"XY"
"Mycetophilidae","","","Fungivora funorum",7,"XY"
"Mycetophilidae","","","Fungivora guttata",4,"XY"
"Mycetophilidae","","","Fungivora lineola",7,"XY"
"Mycetophilidae","","","Fungivora unipunctata",7,"XY"
"Mycetophilidae","","","Mycetophila punctata",7,"XY"
"Mycetophilidae","","","Rhymosia domestica",7,"XY"
"Mycetophilidae","","","Rhymosia fenestralis",4,"XY"
"Oestridae","","","Cephenemyia phobifer",6,"XY"
"Oestridae","","","Cephenomyia phobifer",6,"XY"
"Oestridae","Cuterebrinae","","Cuterebra emasculator",6,"XY"
"Oestridae","Hypodermatinae","","Hypoderma bovis",6,"XY"
"Oestridae","","","Hypoderma bovis",6,"XY"
"Oestridae","Hypodermatinae","","Hypoderma lineatum",6,"XY"
"Oestridae","","","Hypoderma lineatum",6,"XY"
"Oestridae","","","Oestrus ovis",6,"XY"
"Phoridae","","","Aphiocaeta sp",3,"not reported"
"Phoridae","","","Megaselia scalaris",3,"not reported"
"Phoridae","","","Megaselia scalaris",3,"XY"
"Phoridae","","","Phora sp.",4,"not reported"
"Piophilidae","","","Piophila casei",6,"not reported"
"Platystomatidae","","","Amphicnephes sp.",3,"XY"
"Platystomatidae","","","Laglasia sp.",6,"XY"
"Platystomatidae","","","Lenophila caerulea",6,"XY"
"Platystomatidae","","","Plagiostenopterina sp1.",3,"XY"
"Platystomatidae","","","Plagiostenopterina sp2.",3,"XY"
"Platystomatidae","","","Platystoma lugubre",6,"XY"
"Platystomatidae","","","Pogonortalis doclea",5,"XY"
"Platystomatidae","","","Rivellia sp.",3,"XY"
"Platystomatidae","","","Rivellia sp.Probably viridulans",3,"XY"
"Platystomatidae","","","Rivellia viridulans",3,"XY"
"Psilidae","","","Chamaepsila rosae",4,"not reported"
"Psychodidae","Pyschodinae","Pericomini","Berdeniella sp.",7,"XY"
"Psychodidae","Phlebotominae","","Lutzomyia carmelinoi",4,"not reported"
"Psychodidae","Phlebotominae","","Lutzomyia columbiana",4,"not reported"
"Psychodidae","Phlebotominae","","Lutzomyia erwindonaldoi",4,"not reported"
"Psychodidae","Phlebotominae","","Lutzomyia gomezi",4,"not reported"
"Psychodidae","Phlebotominae","","Lutzomyia longiflocosa",4,"not reported"
"Psychodidae","Phlebotominae","","Lutzomyia longipalpis",4,"not reported"
"Psychodidae","Phlebotominae","","Lutzomyia longipalpis",4,"not reported"
"Psychodidae","Phlebotominae","","Lutzomyia quasitownsendi",4,"not reported"
"Psychodidae","Phlebotominae","","Lutzomyia shannoni",4,"XY"
"Psychodidae","Phlebotominae","","Lutzomyia spinicrassa",4,"not reported"
"Psychodidae","Phlebotominae","","Lutzomyia torvida",4,"not reported"
"Psychodidae","Phlebotominae","","Lutzomyia trapidoi",3,"not reported"
"Psychodidae","Phlebotominae","","Lutzomyia walkeri",4,"not reported"
"Psychodidae","Phlebotominae","","Lutzomyia youngi",4,"not reported"
"Psychodidae","","","Phlebotomus argentipes",3,"not reported"
"Psychodidae","","","Phlebotomus colabaensis",3,"not reported"
"Psychodidae","","","Phlebotomus papatasi",4,"not reported"
"Psychodidae","","","Phlebotomus perniciosus",5,"XY"
"Psychodidae","Pyschodinae","Pericomini","Satchelliella opaca",7,"XY"
"Psychodidae","Pyschodinae","Pericomini","Tonnoiriella pulchra",7,"XY"
"Ptychopteridae","","","Liriope cinerasceus",5,"XY"
"Ptychopteridae","","","Liriope sp",5,"XY"
"Rhagionidae","","","Chrysopilus sp.",5,"XY"
"Rhagionidae","","","Leptis sp.",5,"XY"
"Richardiidae","","","Setellia pernix",5,"XY"
"Sarcophagidae","","","Acridiophaga aculeata",6,"XY"
"Sarcophagidae","","","Agria affinis",10,"not reported"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Arachnidiomyia aldrichi",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Blaesoxipha hunteri",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Blaesoxipha opifera",6,"XY"
"Sarcophagidae","","","Blaesoxipha opifera",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Boettcheria cimbicis",6,"XY"
"Sarcophagidae","","","Boettcherisca peregrina",6,"XY"
"Sarcophagidae","","","Euboettcheria sp",6,"XY"
"Sarcophagidae","","","Euboettcheria sp",6,"XY"
"Sarcophagidae","","","Euboettcheria sp.",6,"XY"
"Sarcophagidae","","","Helicobia rapax",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Helicobia sp",6,"XY"
"Sarcophagidae","","","Helicobia sp",6,"XY"
"Sarcophagidae","","","Helicobia sp.",6,"not reported"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Hystricocnema plinthopyga",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Kellymyia kellyi",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Neobellieria bullata",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Neobellieria cooleyi",6,"XY"
"Sarcophagidae","","","Paraphrissopoda chrysostoma",6,"XY"
"Sarcophagidae","","","Parasarcophaga albiceps",6,"XY"
"Sarcophagidae","","","Parasarcophaga argyrostoma",6,"XY"
"Sarcophagidae","","","Parasarcophaga knabi",6,"XY"
"Sarcophagidae","","","Parasarcophaga misera",6,"XY"
"Sarcophagidae","","","Parasarcophaga ruficornis",6,"XY"
"Sarcophagidae","","","Pattonela intermutans",6,"XY"
"Sarcophagidae","","","Protodexia australis",6,"XY"
"Sarcophagidae","","","Protodexia hunteri",6,"XY"
"Sarcophagidae","","","Pseudosarcophaga affinis",9,"XY"
"Sarcophagidae","","","Pseudosarcophaga affinis",10,"not reported"
"Sarcophagidae","","","Pseudosarcophaga affinis",9,"not reported"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Ravinia communis",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Ravinia duplicata",6,"XY"
"Sarcophagidae","","","Ravinia l'herminieri",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Ravinia peniculata",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Ravinia pusiola",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Ravinia querula",6,"XY"
"Sarcophagidae","","","Rawinia peniculata",6,"XY"
"Sarcophagidae","","","Sacrophaga carnria",6,"XY"
"Sarcophagidae","","","Sacrophaga sgrracinae",6,"XY"
"Sarcophagidae","","","Sacrophaga sp",6,"XY"
"Sarcophagidae","","","Sacrophaga tuberosa",6,"XY"
"Sarcophagidae","","","Sarcophaga aldrichi",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Sarcophaga argyrostoma",6,"XY"
"Sarcophagidae","","","Sarcophaga bullata",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Sarcophaga carnaria",6,"XY"
"Sarcophagidae","","","Sarcophaga cooleyi",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Sarcophaga crassipalpis",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Sarcophaga crassipalpus",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Sarcophaga dalmatina",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Sarcophaga exuberans",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Sarcophaga falculata",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Sarcophaga latisterna",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Sarcophaga occipitalis",6,"XY"
"Sarcophagidae","","","Sarcophaga raversa",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Sarcophaga securifera",6,"XY"
"Sarcophagidae","","","Sarcophaga serracaniae",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Sarcophaga serraceniae",6,"XY"
"Sarcophagidae","","","Sarcophaga sp",6,"XY"
"Sarcophagidae","","","Sarcophaga sp",6,"XY"
"Sarcophagidae","","","Sarcophaga sp.",6,"XY"
"Sarcophagidae","","","Sarcophaga tuberosa",6,"XY"
"Sarcophagidae","","","Sarcophage latisterna",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Servasia aculeata",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Servasia australis",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Servasia reversa",6,"XY"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Servasia sp.",6,"not reported"
"Sarcophagidae","Sarcophaginae","Sarcophagini","Servasia tergata",6,"XY"
"Sarcophagidae","","","Wohlfahrtia meigeni",6,"XY"
"Sarcophagidae","","","Wohlfahrtia opaca",6,"XY"
"Scathophagidae","","","Cordilura ontario",6,"XY"
"Scathophagidae","","","Cordilura praensia",6,"XY"
"Scathophagidae","","","Cordilura varipes",6,"XY"
"Scathophagidae","","","Neochirosia nuda",6,"XY"
"Scathophagidae","","","Orthochaeta hirtipes",6,"XY"
"Scathophagidae","","","Scaptophaga furcala",6,"XY"
"Scathophagidae","","","Scaptophaga nigrolimbata",6,"XY"
"Scathophagidae","","","Scaptophaga pallida",6,"XY"
"Scathophagidae","","","Scaptophaga stercoraria",6,"XY"
"Scathophagidae","","","Scathopaga nigrolimbala",6,"XY"
"Scathophagidae","","","Scathophaga furcata",6,"XY"
"Scathophagidae","","","Scathophaga pallida",6,"XY"
"Scathophagidae","","","Scathophaga stercoraria",6,"XY"
"Scatopsidae","","","Scatopse notata",6,"XY"
"Scatopsidae","","","Scatopse sp",6,"XY"
"Sciaridae","","","Bradysia hygida",4,"XO"
"Sciaridae","","","Rhynchosciara americana",4,"XO"
"Sciaridae","","","Rhynchosciara hollaenderi",4,"XO"
"Sciaridae","","","Sciara agarica",4,"XO"
"Sciaridae","","","Sciara coprophila",4,"XO"
"Sciaridae","","","Sciara fenestralis",4,"XO"
"Sciaridae","","","Sciara nacta",4,"XO"
"Sciaridae","","","Sciara ocellaris",4,"XO"
"Sciaridae","","","Sciara pauciseta",4,"XO"
"Sciaridae","","","Sciara prolifica",4,"XO"
"Sciaridae","","","Sciara reynoldsi",4,"XO"
"Sciaridae","","","Sciara similans",4,"XO"
"Sciaridae","","","Sciara sp",4,"XO"
"Sciomyzidae","","","Antichaeta melanosoma",6,"not reported"
"Sciomyzidae","","","Atrichomelina pubera",6,"XY"
"Sciomyzidae","","","Colobaea americana",6,"not reported"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Dichetophora boyesi",6,"not reported"
"Sciomyzidae","","","Dichrochirosa dissimilis",6,"not reported"
"Sciomyzidae","","","Dichrochirosa sp",6,"XY"
"Sciomyzidae","","","Dichrochirosa sp.Neardissimilis",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Dictya atlantica",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Dictya brimleyi",6,"XY"
"Sciomyzidae","","","Dictya brimleyiE",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Dictya floridensis",6,"XY"
"Sciomyzidae","","","Dictya sabroski",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Dictya sabroskyi",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Dictya stricta",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Dictya texensis",6,"XY"
"Sciomyzidae","","","Dictya txensis",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Dictya umbrarum",6,"XY"
"Sciomyzidae","","","Dictya umbrarumseriesII",6,"XY"
"Sciomyzidae","","","Dictyodes dictyodes",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Elgiva cucularia",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Elgiva divisa",6,"not reported"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Elgiva rufa",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Elgiva rufa",6,"not reported"
"Sciomyzidae","","","Euthycera chaerophylli",6,"not reported"
"Sciomyzidae","Helosciomyzinae","","Helosciomyza ferruginea",6,"XY"
"Sciomyzidae","","","Hoplodictya spinicornis",6,"XO"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Hydromya dorsalis",6,"XY"
"Sciomyzidae","","","Hydromya dorsalisseriesII",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Knutsonia lineata",6,"not reported"
"Sciomyzidae","","","Limnia boscii",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Limnia paludicola",6,"XY"
"Sciomyzidae","","","Limnia unguicornis",6,"not reported"
"Sciomyzidae","","","Neuroctena analis",6,"not reported"
"Sciomyzidae","Sciomyzinae","Sciomyzini","Perilimnia albifacies",6,"XY"
"Sciomyzidae","Sciomyzinae","Sciomyzini","Pherbellia albocostata",6,"XY"
"Sciomyzidae","Sciomyzinae","Sciomyzini","Pherbellia brunnipes",6,"XY"
"Sciomyzidae","Sciomyzinae","Sciomyzini","Pherbellia chiloensis",6,"XY"
"Sciomyzidae","Sciomyzinae","Sciomyzini","Pherbellia dubia",6,"XY"
"Sciomyzidae","Sciomyzinae","Sciomyzini","Pherbellia glabricula",5,"XY"
"Sciomyzidae","Sciomyzinae","Sciomyzini","Pherbellia grisescens",6,"XY"
"Sciomyzidae","Sciomyzinae","Sciomyzini","Pherbellia humilis",6,"XO"
"Sciomyzidae","Sciomyzinae","Sciomyzini","Pherbellia javana",6,"XY"
"Sciomyzidae","Sciomyzinae","Sciomyzini","Pherbellia lapponica",6,"XY"
"Sciomyzidae","Sciomyzinae","Sciomyzini","Pherbellia nana",6,"XY"
"Sciomyzidae","Sciomyzinae","Sciomyzini","Pherbellia obscura",6,"XY"
"Sciomyzidae","Sciomyzinae","Sciomyzini","Pherbellia obtusa",6,"XY"
"Sciomyzidae","Sciomyzinae","Sciomyzini","Pherbellia patagonensis",6,"XO"
"Sciomyzidae","Sciomyzinae","Sciomyzini","Pherbellia scutellaris",6,"not reported"
"Sciomyzidae","","","Pherbellia sp.",6,"XY"
"Sciomyzidae","Sciomyzinae","Sciomyzini","Pherbellia sp1.",6,"XY"
"Sciomyzidae","Sciomyzinae","Sciomyzini","Pherbellia sp4.",6,"XY"
"Sciomyzidae","Sciomyzinae","Sciomyzini","Pherbellia trabeculata",6,"XY"
"Sciomyzidae","","","Pherbina corlleti",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Pherbina coryleti",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Pherbina coryleti",6,"XY"
"Sciomyzidae","","","Protodictya chilensis",6,"XY"
"Sciomyzidae","","","Protodictya guttularis",6,"XY"
"Sciomyzidae","","","Psacadina zerni",6,"XY"
"Sciomyzidae","","","Psacadina zernyi",6,"XY"
"Sciomyzidae","","","Pteromicra glabricula",5,"XY"
"Sciomyzidae","","","Pteromicra pectorosa",5,"XO"
"Sciomyzidae","","","Pteromicra similis",5,"not reported"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Renocera fuscinervis",6,"XY"
"Sciomyzidae","Salticellinae","","Salticella fasciata",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Sepedon armipes",6,"XO"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Sepedon fuscipennis",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Sepedon macropus",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Sepedon plumbella",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Sepedon saegeri",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Sepedon sphega",6,"XY"
"Sciomyzidae","","","Sepedon sphegea",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Sepedon spinipesamericana",6,"Complex XY"
"Sciomyzidae","","","Sepedon spinipesamericana",6,"Complex XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Tetanocera arrogans",5,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Tetanocera elata",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Tetanocera ferruginea",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Tetanocera hyalipennis",6,"not reported"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Tetanocera loewi",6,"XY"
"Sciomyzidae","","","Tetanocera loewiE",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Tetanocera montana",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Tetanocera plebeia",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Tetanocera plumosa",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Tetanocera silvatica",6,"not reported"
"Sciomyzidae","","","Tetanocera sp.",6,"XY"
"Sciomyzidae","","","Tetanocera sparea",6,"XY"
"Sciomyzidae","","","Tetanocera sparsa",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Tetanocera unicolor",6,"XY"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Tetanocera vicina",6,"XY"
"Sciomyzidae","","","Tetanoceroides mesopleuralis",6,"XY"
"Sciomyzidae","","","Tetanoceroides occidentalis",6,"not reported"
"Sciomyzidae","Sciomyzinae","Tetanocerini","Trypetoptera punctulata",6,"XY"
"Sepsidae","","","Piophila casei",6,"XY"
"Simuliidae","Simuliinae","Simuliini","Cnephia dacotensis",3,"not reported"
